"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2021년 11월 26일","458.97","462.34","463.90","457.77","112.65M","-2.23%"
"2021년 11월 24일","469.44","466.06","469.57","465.19","61.86M","0.27%"
"2021년 11월 23일","468.19","467.17","469.06","464.47","73.21M","0.13%"
"2021년 11월 22일","467.57","470.89","473.52","467.40","72.76M","-0.28%"
"2021년 11월 19일","468.89","469.61","470.94","468.50","57.32M","-0.18%"
"2021년 11월 18일","469.73","469.24","470.01","466.34","50.63M","0.34%"
"2021년 11월 17일","468.14","469.00","469.19","467.48","46.54M","-0.24%"
"2021년 11월 16일","469.28","467.24","470.48","467.11","48.86M","0.40%"
"2021년 11월 15일","467.43","468.66","468.71","466.25","46.98M","0.03%"
"2021년 11월 12일","467.27","465.12","467.86","464.11","53.47M","0.75%"
"2021년 11월 11일","463.77","465.21","465.29","463.75","34.34M","0.03%"
"2021년 11월 10일","463.62","465.55","467.38","462.06","69.43M","-0.80%"
"2021년 11월 09일","467.38","469.47","469.55","465.88","51.15M","-0.33%"
"2021년 11월 08일","468.93","469.77","470.20","468.22","50.41M","0.09%"
"2021년 11월 05일","468.53","469.28","470.65","466.92","66.39M","0.35%"
"2021년 11월 04일","466.91","465.40","466.99","465.02","52.85M","0.47%"
"2021년 11월 03일","464.72","461.30","465.06","460.83","52.51M","0.61%"
"2021년 11월 02일","461.90","460.29","462.22","460.12","48.91M","0.40%"
"2021년 11월 01일","460.04","460.32","460.68","458.21","48.43M","0.17%"
"2021년 10월 29일","459.25","455.87","459.56","455.56","70.16M","0.20%"
"2021년 10월 28일","458.32","455.68","458.38","455.62","51.44M","0.96%"
"2021년 10월 27일","453.94","456.53","457.11","453.90","72.44M","-0.44%"
"2021년 10월 26일","455.96","457.26","458.48","455.59","56.08M","0.09%"
"2021년 10월 25일","455.55","454.25","455.89","452.40","45.21M","0.54%"
"2021년 10월 22일","453.12","453.13","454.67","451.05","58.85M","-0.10%"
"2021년 10월 21일","453.59","451.70","453.81","451.32","41.31M","0.26%"
"2021년 10월 20일","452.41","451.03","452.71","451.03","49.57M","0.39%"
"2021년 10월 19일","450.64","448.99","450.67","448.30","47.00M","0.77%"
"2021년 10월 18일","447.19","444.06","447.54","443.31","62.21M","0.30%"
"2021년 10월 15일","445.87","444.75","446.26","444.09","66.26M","0.76%"
"2021년 10월 14일","442.50","439.22","442.64","438.60","70.24M","1.68%"
"2021년 10월 13일","435.18","434.71","436.05","431.54","72.97M","0.36%"
"2021년 10월 12일","433.62","435.68","436.09","432.80","71.18M","-0.25%"
"2021년 10월 11일","434.69","437.16","440.24","434.66","65.23M","-0.72%"
"2021년 10월 08일","437.86","439.48","439.89","437.19","74.56M","-0.18%"
"2021년 10월 07일","438.66","438.37","441.66","438.22","72.44M","0.86%"
"2021년 10월 06일","434.90","429.18","435.10","427.55","113.03M","0.42%"
"2021년 10월 05일","433.10","430.24","435.49","429.39","90.68M","1.04%"
"2021년 10월 04일","428.64","432.96","433.92","426.39","128.57M","-1.29%"
"2021년 10월 01일","434.24","430.98","436.03","427.23","129.24M","1.19%"
"2021년 09월 30일","429.14","435.92","436.74","429.08","140.51M","-1.22%"
"2021년 09월 29일","434.45","435.09","437.02","433.87","82.33M","0.17%"
"2021년 09월 28일","433.72","439.37","440.02","433.02","130.44M","-2.02%"
"2021년 09월 27일","442.64","442.81","444.03","441.97","61.37M","-0.29%"
"2021년 09월 24일","443.91","441.44","444.67","441.21","62.10M","0.16%"
"2021년 09월 23일","443.18","439.82","444.87","439.62","76.40M","1.22%"
"2021년 09월 22일","437.86","436.14","440.02","435.08","102.35M","0.98%"
"2021년 09월 21일","433.63","436.67","437.87","433.08","92.53M","-0.09%"
"2021년 09월 20일","434.04","434.65","436.51","428.87","166.45M","-1.67%"
"2021년 09월 17일","441.40","444.92","445.37","441.02","118.43M","-1.29%"
"2021년 09월 16일","447.17","447.40","448.35","444.03","77.79M","-0.16%"
"2021년 09월 15일","447.88","444.73","448.40","443.45","78.79M","0.84%"
"2021년 09월 14일","444.17","448.24","448.29","443.23","78.20M","-0.54%"
"2021년 09월 13일","446.58","448.69","448.88","444.15","83.74M","0.26%"
"2021년 09월 10일","445.44","451.04","451.49","445.31","89.95M","-0.79%"
"2021년 09월 09일","448.98","450.65","452.52","448.73","57.97M","-0.43%"
"2021년 09월 08일","450.91","450.89","451.65","448.86","56.18M","-0.12%"
"2021년 09월 07일","451.46","452.77","452.77","450.77","51.67M","-0.36%"
"2021년 09월 03일","453.08","451.98","453.63","451.55","47.23M","-0.02%"
"2021년 09월 02일","453.19","453.36","454.01","451.92","42.83M","0.31%"
"2021년 09월 01일","451.80","452.55","453.10","451.55","48.72M","0.05%"
"2021년 08월 31일","451.56","452.12","452.49","450.95","59.30M","-0.15%"
"2021년 08월 30일","452.23","451.03","453.07","450.73","48.36M","0.44%"
"2021년 08월 27일","450.25","447.12","450.65","447.06","77.24M","0.89%"
"2021년 08월 26일","446.26","448.62","448.84","446.16","57.83M","-0.59%"
"2021년 08월 25일","448.91","448.21","449.44","447.80","40.53M","0.21%"
"2021년 08월 24일","447.97","447.97","448.54","447.42","36.54M","0.16%"
"2021년 08월 23일","447.26","445.16","448.22","445.16","54.97M","0.88%"
"2021년 08월 20일","443.36","440.23","443.71","439.71","72.01M","0.80%"
"2021년 08월 19일","439.86","436.19","441.12","436.17","92.81M","0.15%"
"2021년 08월 18일","439.18","442.86","444.61","438.96","89.35M","-1.09%"
"2021년 08월 17일","444.04","444.18","444.96","440.89","92.67M","-0.66%"
"2021년 08월 16일","446.97","444.68","447.08","442.92","73.93M","0.24%"
"2021년 08월 13일","445.92","445.59","445.94","445.07","39.47M","0.18%"
"2021년 08월 12일","445.11","443.54","445.25","442.67","38.94M","0.30%"
"2021년 08월 11일","443.78","443.76","443.88","442.63","44.03M","0.25%"
"2021년 08월 10일","442.68","442.64","443.43","441.91","43.34M","0.12%"
"2021년 08월 09일","442.13","442.49","442.79","441.37","41.22M","-0.08%"
"2021년 08월 08일","442.49","442.49","442.49","442.49","-","0.00%"
"2021년 08월 07일","442.49","442.49","442.49","442.49","-","0.00%"
"2021년 08월 06일","442.49","442.19","442.91","441.81","46.93M","0.17%"
"2021년 08월 05일","441.76","440.26","441.79","439.91","38.97M","0.63%"
"2021년 08월 04일","438.98","439.78","440.39","438.74","46.73M","-0.49%"
"2021년 08월 03일","441.15","438.53","441.17","436.12","58.05M","0.81%"
"2021년 08월 02일","437.59","440.30","440.85","437.31","58.78M","-0.21%"
"2021년 07월 30일","438.51","437.97","440.05","437.79","68.95M","-0.49%"
"2021년 07월 29일","440.65","439.90","441.79","439.90","47.44M","0.41%"
"2021년 07월 28일","438.83","439.65","440.27","437.42","52.47M","-0.04%"
"2021년 07월 27일","439.01","439.92","439.92","435.99","67.40M","-0.46%"
"2021년 07월 26일","441.02","439.32","441.02","439.26","43.72M","0.25%"
"2021년 07월 23일","439.94","437.52","440.30","436.79","63.77M","1.03%"
"2021년 07월 22일","435.46","434.74","435.72","433.69","47.88M","0.21%"
"2021년 07월 21일","434.55","432.34","434.70","431.01","64.72M","0.81%"
"2021년 07월 20일","431.06","425.68","432.42","424.83","99.61M","1.43%"
"2021년 07월 19일","424.97","426.19","431.41","421.97","147.99M","-1.48%"
"2021년 07월 16일","431.34","436.01","436.05","430.93","75.87M","-0.78%"
"2021년 07월 15일","434.75","434.92","435.52","432.75","55.13M","-0.34%"
"2021년 07월 14일","436.24","437.45","437.90","434.92","64.13M","0.15%"
"2021년 07월 13일","435.59","436.28","437.83","435.32","52.91M","-0.34%"
"2021년 07월 12일","437.08","435.48","437.25","434.98","52.89M","0.36%"
"2021년 07월 09일","435.52","432.59","435.77","432.33","76.24M","1.07%"
"2021년 07월 08일","430.92","428.75","431.72","427.58","97.60M","-0.81%"
"2021년 07월 07일","434.46","433.68","434.75","431.52","63.55M","0.35%"
"2021년 07월 06일","432.93","433.72","433.95","430.01","68.71M","-0.18%"
"2021년 07월 05일","433.72","433.72","433.72","433.72","-","0.00%"
"2021년 07월 04일","433.72","433.72","433.72","433.72","-","0.00%"
"2021년 07월 03일","433.72","433.72","433.72","433.72","-","0.00%"
"2021년 07월 02일","433.72","431.67","434.10","430.52","57.70M","0.76%"
"2021년 07월 01일","430.43","428.93","430.53","428.82","53.44M","0.55%"
"2021년 06월 30일","428.06","427.33","428.70","427.28","64.83M","0.08%"
"2021년 06월 29일","427.70","427.88","428.56","427.13","35.97M","0.05%"
"2021년 06월 28일","427.47","427.21","427.64","425.89","53.16M","0.20%"
"2021년 06월 25일","426.61","426.05","427.07","425.57","58.13M","0.36%"
"2021년 06월 24일","425.10","424.94","425.55","424.63","45.11M","0.59%"
"2021년 06월 23일","422.60","423.27","424.03","422.56","49.45M","-0.12%"
"2021년 06월 22일","423.11","420.90","423.98","420.10","57.70M","0.53%"
"2021년 06월 21일","420.86","416.80","421.06","415.93","72.82M","1.43%"
"2021년 06월 18일","414.92","417.17","417.81","414.76","118.68M","-1.67%"
"2021년 06월 17일","421.97","421.73","422.99","419.35","90.95M","-0.03%"
"2021년 06월 16일","422.11","424.72","424.83","419.97","80.39M","-0.56%"
"2021년 06월 15일","424.48","425.42","425.44","423.55","51.51M","-0.18%"
"2021년 06월 14일","425.26","424.43","425.37","423.10","42.36M","0.22%"
"2021년 06월 11일","424.31","424.20","424.43","422.82","45.57M","0.17%"
"2021년 06월 10일","423.61","422.96","424.63","421.55","51.02M","0.46%"
"2021년 06월 09일","421.65","423.18","423.26","421.41","48.44M","-0.15%"
"2021년 06월 08일","422.28","423.11","423.21","420.32","47.13M","0.02%"
"2021년 06월 07일","422.19","422.59","422.78","421.19","51.56M","-0.10%"
"2021년 06월 04일","422.60","420.75","422.92","418.84","55.94M","0.91%"
"2021년 06월 03일","418.77","417.85","419.99","416.28","58.14M","-0.37%"
"2021년 06월 02일","420.33","420.37","421.23","419.29","49.10M","0.16%"
"2021년 06월 01일","419.67","422.57","422.72","419.20","54.22M","-0.09%"
"2021년 05월 28일","420.04","420.97","421.25","419.79","58.52M","0.18%"
"2021년 05월 27일","419.29","420.17","420.72","418.99","56.71M","0.05%"
"2021년 05월 26일","419.07","418.87","419.61","417.76","43.09M","0.20%"
"2021년 05월 25일","418.24","420.33","420.71","417.62","57.45M","-0.22%"
"2021년 05월 24일","419.17","417.34","420.32","417.08","51.38M","1.02%"
"2021년 05월 21일","414.94","416.87","418.20","414.45","76.58M","-0.08%"
"2021년 05월 20일","415.28","411.80","416.62","411.67","78.02M","1.08%"
"2021년 05월 19일","410.86","406.92","411.05","405.33","106.47M","-0.26%"
"2021년 05월 18일","411.94","415.80","416.06","411.77","59.81M","-0.86%"
"2021년 05월 17일","415.52","415.39","416.39","413.36","65.13M","-0.25%"
"2021년 05월 14일","416.58","413.21","417.49","413.18","82.20M","1.54%"
"2021년 05월 13일","410.28","407.07","412.35","407.02","106.39M","1.20%"
"2021년 05월 12일","405.41","411.23","412.59","404.00","134.81M","-2.12%"
"2021년 05월 11일","414.21","413.10","415.27","410.06","116.89M","-0.89%"
"2021년 05월 10일","417.94","422.50","422.74","417.81","81.85M","-0.99%"
"2021년 05월 07일","422.12","419.89","422.81","419.16","67.73M","0.73%"
"2021년 05월 06일","419.07","415.83","419.21","413.68","74.32M","0.80%"
"2021년 05월 05일","415.75","417.38","417.63","414.94","60.28M","0.03%"
"2021년 05월 04일","415.62","416.07","416.60","411.67","101.59M","-0.62%"
"2021년 05월 03일","418.20","419.43","419.84","417.67","68.13M","0.22%"
"2021년 04월 30일","417.30","417.63","418.54","416.34","85.53M","-0.66%"
"2021년 04월 29일","420.06","420.32","420.72","416.44","78.54M","0.64%"
"2021년 04월 28일","417.40","417.81","419.01","416.90","51.24M","-0.03%"
"2021년 04월 27일","417.52","417.93","418.14","416.30","51.30M","-0.02%"
"2021년 04월 26일","417.61","417.44","418.22","416.81","52.18M","0.21%"
"2021년 04월 23일","416.74","412.87","418.25","412.79","73.28M","1.08%"
"2021년 04월 22일","412.27","415.89","416.78","411.13","97.58M","-0.91%"
"2021년 04월 21일","416.07","411.51","416.29","411.36","66.79M","0.95%"
"2021년 04월 20일","412.17","413.91","415.09","410.59","81.85M","-0.73%"
"2021년 04월 19일","415.21","416.26","416.74","413.79","78.50M","-0.49%"
"2021년 04월 16일","417.26","417.25","417.91","415.73","82.04M","0.33%"
"2021년 04월 15일","415.87","413.74","416.16","413.69","60.23M","1.07%"
"2021년 04월 14일","411.45","412.83","413.96","410.87","61.66M","-0.34%"
"2021년 04월 13일","412.86","411.53","413.53","411.12","56.55M","0.30%"
"2021년 04월 12일","411.64","410.85","411.93","410.20","56.70M","0.04%"
"2021년 04월 09일","411.49","408.39","411.67","408.26","61.10M","0.73%"
"2021년 04월 08일","408.52","407.93","408.58","406.93","57.86M","0.47%"
"2021년 04월 07일","406.59","405.94","406.96","405.45","55.84M","0.12%"
"2021년 04월 06일","406.12","405.76","407.24","405.40","62.02M","-0.06%"
"2021년 04월 05일","406.36","403.46","406.94","403.38","91.68M","1.44%"
"2021년 04월 01일","400.61","398.40","400.67","398.18","99.68M","1.08%"
"2021년 03월 31일","396.33","395.34","398.00","395.31","112.73M","0.41%"
"2021년 03월 30일","394.73","394.42","395.45","393.02","76.26M","-0.27%"
"2021년 03월 29일","395.78","394.40","396.75","392.81","108.11M","-0.05%"
"2021년 03월 26일","395.98","390.93","396.41","390.29","114.41M","1.61%"
"2021년 03월 25일","389.70","385.98","390.55","383.90","116.13M","0.56%"
"2021년 03월 24일","387.52","391.00","392.75","387.47","97.59M","-0.51%"
"2021년 03월 23일","389.50","391.91","393.46","388.66","90.69M","-0.79%"
"2021년 03월 22일","392.59","390.03","394.07","389.97","73.78M","0.80%"
"2021년 03월 19일","389.48","389.88","391.57","387.15","113.62M","-0.51%"
"2021년 03월 18일","391.48","394.48","396.72","390.75","115.35M","-1.45%"
"2021년 03월 17일","397.26","394.53","398.12","393.30","97.96M","0.34%"
"2021년 03월 16일","395.91","397.07","397.83","395.08","73.72M","-0.13%"
"2021년 03월 15일","396.41","394.33","396.69","392.03","73.59M","0.60%"
"2021년 03월 12일","394.06","392.07","394.21","391.20","64.65M","0.13%"
"2021년 03월 11일","393.53","392.23","395.65","391.74","86.25M","1.01%"
"2021년 03월 10일","389.58","389.69","391.40","388.17","109.90M","0.62%"
"2021년 03월 09일","387.17","385.85","389.91","381.73","113.63M","1.43%"
"2021년 03월 08일","381.72","384.66","387.68","381.42","123.15M","-0.50%"
"2021년 03월 05일","383.63","380.46","384.76","372.64","152.04M","1.84%"
"2021년 03월 04일","376.70","381.22","384.00","371.88","183.43M","-1.24%"
"2021년 03월 03일","381.42","385.79","386.83","381.31","119.94M","-1.32%"
"2021년 03월 02일","386.54","389.82","390.07","386.00","79.60M","-0.78%"
"2021년 03월 01일","389.58","385.59","390.92","380.57","105.35M","2.42%"
"2021년 02월 26일","380.36","384.35","385.58","378.23","152.70M","-0.52%"
"2021년 02월 25일","382.33","390.41","391.88","380.78","146.67M","-2.41%"
"2021년 02월 24일","391.77","386.33","392.23","385.27","72.43M","1.10%"
"2021년 02월 23일","387.50","384.66","388.94","380.20","107.28M","0.12%"
"2021년 02월 22일","387.03","387.06","389.62","386.74","67.41M","-0.77%"
"2021년 02월 19일","390.03","392.07","392.38","389.55","83.24M","-0.18%"
"2021년 02월 18일","390.72","389.59","391.51","387.74","59.71M","-0.43%"
"2021년 02월 17일","392.39","390.42","392.66","389.33","52.81M","0.02%"
"2021년 02월 16일","392.30","393.96","394.17","391.53","50.97M","-0.09%"
"2021년 02월 12일","392.64","389.85","392.90","389.77","50.59M","0.49%"
"2021년 02월 11일","390.71","391.24","391.69","388.10","42.91M","0.16%"
"2021년 02월 10일","390.08","392.12","392.28","387.50","59.15M","-0.04%"
"2021년 02월 09일","390.25","389.61","390.89","389.17","35.55M","-0.07%"
"2021년 02월 08일","390.51","389.27","390.56","388.35","38.37M","0.72%"
"2021년 02월 05일","387.71","388.20","388.47","386.14","48.67M","0.39%"
"2021년 02월 04일","386.19","382.96","386.24","381.97","47.14M","1.14%"
"2021년 02월 03일","381.85","382.44","383.70","380.48","52.43M","0.08%"
"2021년 02월 02일","381.55","379.65","383.22","376.32","64.45M","1.41%"
"2021년 02월 01일","376.23","373.72","377.34","370.38","75.82M","1.66%"
"2021년 01월 29일","370.07","375.63","376.67","368.27","126.77M","-2.00%"
"2021년 01월 28일","377.63","376.36","381.93","375.89","94.20M","0.86%"
"2021년 01월 27일","374.41","380.22","380.32","372.01","123.35M","-2.44%"
"2021년 01월 26일","383.79","385.41","385.85","383.54","42.67M","-0.16%"
"2021년 01월 25일","384.39","383.67","384.77","378.46","70.40M","0.39%"
"2021년 01월 22일","382.88","382.25","384.13","381.83","52.14M","-0.35%"
"2021년 01월 21일","384.24","384.49","384.95","383.25","47.96M","0.09%"
"2021년 01월 20일","383.89","381.11","384.79","380.69","61.84M","1.38%"
"2021년 01월 19일","378.65","378.34","379.23","376.75","51.23M","0.79%"
"2021년 01월 15일","375.70","376.72","377.58","373.70","107.16M","-0.73%"
"2021년 01월 14일","378.46","380.59","381.13","378.10","49.99M","-0.35%"
"2021년 01월 13일","379.79","378.69","380.86","377.85","45.30M","0.27%"
"2021년 01월 12일","378.77","378.89","379.86","376.36","52.55M","0.02%"
"2021년 01월 11일","378.69","377.85","380.58","377.72","51.18M","-0.67%"
"2021년 01월 08일","381.26","380.59","381.49","377.10","71.68M","0.57%"
"2021년 01월 07일","379.10","376.10","379.90","375.91","68.77M","1.49%"
"2021년 01월 06일","373.55","369.71","376.98","369.12","108.00M","0.60%"
"2021년 01월 05일","371.33","368.10","372.50","368.05","66.43M","0.69%"
"2021년 01월 04일","368.79","375.31","375.45","364.82","110.21M","-1.36%"
"2020년 12월 31일","373.88","371.78","374.66","371.23","78.52M","0.51%"
"2020년 12월 30일","371.99","372.34","373.10","371.57","49.46M","0.14%"
"2020년 12월 29일","371.46","373.81","374.00","370.83","53.68M","-0.19%"
"2020년 12월 28일","372.17","371.74","372.59","371.07","39.00M","0.86%"
"2020년 12월 24일","369.00","368.08","369.03","367.45","26.46M","0.39%"
"2020년 12월 23일","367.57","368.28","369.62","367.22","46.20M","0.09%"
"2020년 12월 22일","367.24","368.21","368.33","366.03","48.39M","-0.17%"
"2020년 12월 21일","367.86","364.97","378.46","362.03","96.39M","-0.36%"
"2020년 12월 18일","369.18","370.97","371.15","367.02","136.54M","-0.82%"
"2020년 12월 17일","372.24","371.94","372.46","371.05","64.12M","0.56%"
"2020년 12월 16일","370.17","369.82","371.16","368.87","58.42M","0.16%"
"2020년 12월 15일","369.59","367.40","369.59","365.92","64.07M","1.35%"
"2020년 12월 14일","364.66","368.64","369.80","364.47","69.22M","-0.45%"
"2020년 12월 11일","366.30","364.90","366.74","363.26","57.70M","-0.12%"
"2020년 12월 10일","366.73","365.37","367.86","364.43","57.74M","-0.03%"
"2020년 12월 09일","366.85","370.88","371.05","365.95","74.10M","-0.90%"
"2020년 12월 08일","370.17","367.72","370.78","367.67","42.46M","0.29%"
"2020년 12월 07일","369.09","369.02","369.62","367.72","48.94M","-0.21%"
"2020년 12월 04일","369.85","367.32","369.85","367.22","50.75M","0.86%"
"2020년 12월 03일","366.69","366.68","368.19","365.50","62.88M","-0.03%"
"2020년 12월 02일","366.79","364.82","366.96","364.20","45.93M","0.21%"
"2020년 12월 01일","366.02","365.57","367.68","364.93","74.50M","1.09%"
"2020년 11월 30일","362.06","362.83","363.12","359.17","83.87M","-0.44%"
"2020년 11월 27일","363.67","363.84","364.18","362.58","28.51M","0.28%"
"2020년 11월 25일","362.66","363.13","363.16","361.48","45.33M","-0.15%"
"2020년 11월 24일","363.22","360.21","363.81","359.29","62.42M","1.61%"
"2020년 11월 23일","357.46","357.28","358.82","354.87","63.23M","0.60%"
"2020년 11월 20일","355.33","357.50","357.72","355.25","70.41M","-0.68%"
"2020년 11월 19일","357.78","355.60","358.18","354.15","59.94M","0.42%"
"2020년 11월 18일","356.28","360.91","361.50","356.24","70.59M","-1.20%"
"2020년 11월 17일","360.62","359.97","361.92","358.34","66.11M","-0.54%"
"2020년 11월 16일","362.57","360.98","362.78","359.59","74.54M","1.25%"
"2020년 11월 13일","358.10","355.27","358.90","354.71","62.96M","1.38%"
"2020년 11월 12일","353.21","355.58","356.72","351.26","68.12M","-0.97%"
"2020년 11월 11일","356.67","356.40","357.56","355.06","58.65M","0.74%"
"2020년 11월 10일","354.04","353.49","355.18","350.51","85.55M","-0.15%"
"2020년 11월 09일","354.56","363.97","364.38","354.06","172.30M","1.26%"
"2020년 11월 06일","350.16","349.93","351.51","347.65","74.97M","-0.02%"
"2020년 11월 05일","350.24","349.24","352.19","348.86","82.04M","1.95%"
"2020년 11월 04일","343.54","340.86","347.94","339.59","126.96M","2.23%"
"2020년 11월 03일","336.03","333.69","338.25","330.29","93.29M","1.77%"
"2020년 11월 02일","330.20","330.20","332.36","327.24","86.07M","1.12%"
"2020년 10월 30일","326.54","328.28","329.69","322.60","120.45M","-1.04%"
"2020년 10월 29일","329.98","326.91","333.39","325.09","90.60M","1.02%"
"2020년 10월 28일","326.66","332.10","338.25","326.13","127.09M","-3.42%"
"2020년 10월 27일","338.22","339.76","340.12","337.99","65.99M","-0.34%"
"2020년 10월 26일","339.39","342.13","342.98","335.62","91.47M","-1.85%"
"2020년 10월 23일","345.78","345.93","345.99","343.13","49.14M","0.34%"
"2020년 10월 22일","344.61","342.96","345.24","340.65","55.40M","0.55%"
"2020년 10월 21일","342.73","343.33","348.68","342.40","63.57M","-0.19%"
"2020년 10월 20일","343.38","343.46","346.88","342.64","60.05M","0.40%"
"2020년 10월 19일","342.01","348.65","349.33","341.04","68.43M","-1.52%"
"2020년 10월 16일","347.29","348.96","350.75","347.10","89.50M","-0.06%"
"2020년 10월 15일","347.50","343.71","348.02","343.13","60.36M","-0.12%"
"2020년 10월 14일","347.93","350.75","351.93","347.14","57.96M","-0.63%"
"2020년 10월 13일","350.13","352.28","352.47","349.09","73.26M","-0.65%"
"2020년 10월 12일","352.43","349.59","354.02","349.06","80.39M","1.61%"
"2020년 10월 09일","346.85","345.56","347.35","344.89","59.53M","0.89%"
"2020년 10월 08일","343.78","342.85","343.85","341.86","45.24M","0.89%"
"2020년 10월 07일","340.76","338.12","341.63","338.09","57.00M","1.74%"
"2020년 10월 06일","334.93","339.91","342.17","334.38","90.13M","-1.42%"
"2020년 10월 05일","339.76","336.06","339.96","336.01","45.71M","1.77%"
"2020년 10월 02일","333.84","331.70","337.01","331.19","89.43M","-0.95%"
"2020년 10월 01일","337.04","337.69","338.74","335.01","88.70M","0.64%"
"2020년 09월 30일","334.89","333.09","338.29","332.88","104.08M","0.76%"
"2020년 09월 29일","332.37","333.97","334.77","331.62","51.53M","-0.54%"
"2020년 09월 28일","334.19","333.22","334.96","332.15","64.58M","1.66%"
"2020년 09월 25일","328.73","322.58","329.58","321.64","71.07M","1.62%"
"2020년 09월 24일","323.50","321.22","326.80","319.80","76.68M","0.27%"
"2020년 09월 23일","322.64","330.90","331.20","322.10","93.11M","-2.32%"
"2020년 09월 22일","330.30","328.57","330.90","325.86","63.61M","1.02%"
"2020년 09월 21일","326.97","325.70","327.13","321.73","99.45M","-1.11%"
"2020년 09월 18일","330.65","335.37","335.49","327.97","105.88M","-1.55%"
"2020년 09월 17일","335.84","333.56","337.70","332.99","91.52M","-0.88%"
"2020년 09월 16일","338.82","341.51","343.06","338.52","82.21M","-0.40%"
"2020년 09월 15일","340.17","341.12","342.02","338.47","52.92M","0.51%"
"2020년 09월 14일","338.46","337.49","340.38","334.22","65.61M","1.32%"
"2020년 09월 11일","334.06","335.82","336.97","331.00","84.68M","0.05%"
"2020년 09월 10일","333.89","341.82","342.53","332.85","90.57M","-1.74%"
"2020년 09월 09일","339.79","337.55","342.46","336.61","91.46M","1.97%"
"2020년 09월 08일","333.21","336.71","342.64","332.88","114.47M","-2.73%"
"2020년 09월 04일","342.57","346.13","347.83","334.87","139.16M","-0.82%"
"2020년 09월 03일","345.39","355.87","356.38","342.59","148.01M","-3.44%"
"2020년 09월 02일","357.70","354.67","358.75","353.43","69.54M","1.45%"
"2020년 09월 01일","352.60","350.21","352.71","349.24","55.00M","0.94%"
"2020년 08월 31일","349.31","350.35","351.30","349.06","66.10M","-0.36%"
"2020년 08월 28일","350.58","349.44","350.72","348.15","48.59M","0.65%"
"2020년 08월 27일","348.33","348.51","349.90","346.53","58.03M","0.22%"
"2020년 08월 26일","347.57","344.76","347.86","344.17","50.79M","1.00%"
"2020년 08월 25일","344.12","343.53","344.21","342.27","38.46M","0.35%"
"2020년 08월 24일","342.92","342.12","343.00","339.45","48.59M","1.01%"
"2020년 08월 21일","339.48","337.92","339.72","337.55","55.11M","0.35%"
"2020년 08월 20일","338.28","335.36","338.80","335.22","42.21M","0.31%"
"2020년 08월 19일","337.23","339.05","339.61","336.62","68.05M","-0.42%"
"2020년 08월 18일","338.64","338.34","339.10","336.61","38.73M","0.22%"
"2020년 08월 17일","337.91","337.94","338.34","336.85","35.48M","0.32%"
"2020년 08월 14일","336.84","336.41","337.42","335.62","47.26M","0.00%"
"2020년 08월 13일","336.83","336.61","338.25","335.83","41.82M","-0.18%"
"2020년 08월 12일","337.44","335.44","338.28","332.84","53.83M","1.39%"
"2020년 08월 11일","332.80","336.85","337.54","332.01","69.60M","-0.83%"
"2020년 08월 10일","335.57","335.06","335.77","332.95","44.28M","0.30%"
"2020년 08월 07일","334.57","333.28","334.88","332.30","57.31M","0.07%"
"2020년 08월 06일","334.33","331.48","334.46","331.13","43.68M","0.67%"
"2020년 08월 05일","332.11","331.47","332.39","331.18","42.87M","0.62%"
"2020년 08월 04일","330.06","327.86","330.06","327.86","41.92M","0.39%"
"2020년 08월 03일","328.79","328.32","329.62","327.73","53.08M","0.70%"
"2020년 07월 31일","326.52","325.90","326.63","321.33","85.21M","0.79%"
"2020년 07월 30일","323.96","321.90","324.41","319.64","61.86M","-0.36%"
"2020년 07월 29일","325.12","322.12","325.73","322.07","48.45M","1.23%"
"2020년 07월 28일","321.17","322.43","323.64","320.85","57.49M","-0.63%"
"2020년 07월 27일","323.22","321.63","323.41","320.77","48.29M","0.73%"
"2020년 07월 24일","320.88","320.95","321.99","319.25","73.77M","-0.64%"
"2020년 07월 23일","322.96","326.47","327.23","321.48","75.74M","-1.19%"
"2020년 07월 22일","326.86","324.62","327.20","324.50","57.79M","0.57%"
"2020년 07월 21일","325.01","326.45","326.93","323.94","57.50M","0.21%"
"2020년 07월 20일","324.32","321.43","325.13","320.62","56.31M","0.81%"
"2020년 07월 17일","321.72","321.88","322.57","319.74","62.77M","0.29%"
"2020년 07월 16일","320.79","319.79","321.28","319.09","54.62M","-0.33%"
"2020년 07월 15일","321.85","322.41","323.04","319.26","87.20M","0.92%"
"2020년 07월 14일","318.92","313.30","319.76","312.00","93.66M","1.30%"
"2020년 07월 13일","314.84","320.13","322.71","314.13","103.00M","-0.87%"
"2020년 07월 10일","317.59","314.31","317.88","312.76","57.55M","1.02%"
"2020년 07월 09일","314.38","316.84","317.10","310.68","83.35M","-0.57%"
"2020년 07월 08일","316.18","314.61","316.30","312.70","54.64M","0.76%"
"2020년 07월 07일","313.78","315.38","317.52","313.37","82.91M","-1.03%"
"2020년 07월 06일","317.05","316.37","317.68","315.56","61.71M","1.54%"
"2020년 07월 02일","312.23","314.24","315.70","311.51","69.34M","0.55%"
"2020년 07월 01일","310.52","309.57","311.89","309.07","72.40M","0.70%"
"2020년 06월 30일","308.36","303.99","310.20","303.82","113.39M","1.28%"
"2020년 06월 29일","304.46","301.41","304.61","298.93","79.77M","1.47%"
"2020년 06월 26일","300.05","306.16","306.39","299.42","127.96M","-2.38%"
